node1,node2	space	relation_type
3145,2855	latent_space	0
3145,3965	latent_space	1
3145,3487	latent_space	3
3145,2480	latent_space	3
3145,3433	latent_space	1
3145,1624	latent_space	2
833,3056	latent_space	0
3984,2004	latent_space	0
3984,2915	latent_space	3
3984,2245	latent_space	1
3984,1207	latent_space	2
3984,3690	latent_space	1
3984,3301	latent_space	0
3984,2773	latent_space	1
87,3333	latent_space	2
3662,3132	latent_space	0
3662,2247	latent_space	3
3662,2779	latent_space	1
3662,1918	latent_space	3
3662,3106	latent_space	2
3662,1750	latent_space	3
3662,1164	latent_space	2
4117,1038	latent_space	1
4117,2047	latent_space	1
4117,4168	latent_space	1
548,3977	latent_space	1
548,2623	latent_space	3
548,2540	latent_space	0
548,932	latent_space	2
548,1425	latent_space	2
3936,1830	latent_space	0
3936,2294	latent_space	0
3936,2836	latent_space	1
4015,2622	latent_space	0
4015,2586	latent_space	0
4015,1567	latent_space	2
4015,2440	latent_space	3
4015,2962	latent_space	1
4015,2663	latent_space	0
4015,3562	latent_space	0
4015,1521	latent_space	2
4015,776	latent_space	0
173,486	latent_space	2
3059,408	latent_space	3
3059,662	latent_space	3
3059,1366	latent_space	2
3059,3795	latent_space	0
3059,179	latent_space	1
570,773	latent_space	3
490,2150	latent_space	2
490,3031	latent_space	0
490,4040	latent_space	1
490,594	latent_space	2
1962,1667	latent_space	2
1962,2690	latent_space	1
1576,2190	latent_space	0
1576,293	latent_space	3
1576,3789	latent_space	3
1576,718	latent_space	3
1576,2051	latent_space	0
1576,2092	latent_space	1
1576,3303	latent_space	1
1603,1767	latent_space	1
213,2815	latent_space	1
213,4144	latent_space	1
213,3141	latent_space	2
213,2694	latent_space	0
213,2483	latent_space	0
213,2092	latent_space	3
213,1197	latent_space	0
758,2553	latent_space	1
1895,3136	latent_space	3
1895,2997	latent_space	3
1895,2018	latent_space	1
3925,3462	latent_space	3
3925,3591	latent_space	0
3925,3306	latent_space	2
2393,3067	latent_space	3
2393,4138	latent_space	0
2393,454	latent_space	3
2393,2227	latent_space	1
2393,3529	latent_space	3
4195,754	latent_space	3
4195,1380	latent_space	0
3415,2537	latent_space	3
3415,3373	latent_space	1
1757,4071	latent_space	0
1757,3396	latent_space	1
1757,2532	latent_space	3
1757,780	latent_space	3
1757,2886	latent_space	1
1685,838	latent_space	2
2643,3600	latent_space	0
2643,2295	latent_space	3
1309,3139	latent_space	1
4156,114	latent_space	0
4156,297	latent_space	3
4156,1568	latent_space	3
4156,866	latent_space	0
4156,3381	latent_space	0
4156,407	latent_space	1
4156,3628	latent_space	2
4156,3872	latent_space	1
4156,729	latent_space	1
4156,4034	latent_space	0
4156,1982	latent_space	2
3355,896	latent_space	3
4123,399	latent_space	2
4123,3348	latent_space	0
4123,2302	latent_space	0
4123,1973	latent_space	1
2937,1915	latent_space	0
2937,961	latent_space	2
2937,2888	latent_space	3
2937,3008	latent_space	3
2937,2028	latent_space	3
2937,1844	latent_space	3
3870,3728	latent_space	2
3870,2799	latent_space	2
3870,3855	latent_space	0
3870,1609	latent_space	2
3870,1708	latent_space	0
2770,3682	latent_space	3
2770,221	latent_space	3
4010,3867	latent_space	0
4010,3843	latent_space	1
4010,4118	latent_space	3
1670,3009	latent_space	1
1670,3831	latent_space	2
1670,121	latent_space	3
1670,1966	latent_space	2
1542,2519	latent_space	1
2791,3364	latent_space	3
3777,1052	latent_space	3
4115,2339	latent_space	3
4115,1243	latent_space	1
4115,1983	latent_space	2
4115,552	latent_space	0
2655,748	latent_space	0
2655,606	latent_space	3
2655,1662	latent_space	2
2655,2867	latent_space	1
3221,2774	latent_space	3
3221,4205	latent_space	0
3221,464	latent_space	3
388,3051	latent_space	3
388,919	latent_space	3
388,245	latent_space	0
388,606	latent_space	0
388,1662	latent_space	0
388,3485	latent_space	3
3248,2108	latent_space	2
2187,770	latent_space	2
4168,1038	latent_space	0
4168,4117	latent_space	2
4168,2047	latent_space	3
210,1800	latent_space	0
210,1959	latent_space	0
210,1310	latent_space	1
210,3339	latent_space	1
210,1054	latent_space	1
2979,2821	latent_space	2
2979,3645	latent_space	3
2979,1735	latent_space	0
2979,1242	latent_space	2
2979,192	latent_space	3
677,3693	latent_space	3
677,13	latent_space	1
1478,3107	latent_space	2
1478,955	latent_space	3
1478,3703	latent_space	1
1478,3295	latent_space	1
1478,4114	latent_space	0
1478,757	latent_space	1
1478,3873	latent_space	3
1478,3722	latent_space	0
1478,3206	latent_space	2
3544,2905	latent_space	3
3544,3299	latent_space	3
3031,4040	latent_space	3
3031,2150	latent_space	2
3031,3786	latent_space	1
3031,490	latent_space	3
3031,2912	latent_space	2
3186,2111	latent_space	2
3186,1592	latent_space	0
3186,4035	latent_space	1
3477,3973	latent_space	1
3078,4108	latent_space	0
3078,2941	latent_space	2
3078,2638	latent_space	3
3508,2651	latent_space	2
3508,2532	latent_space	0
3508,3321	latent_space	2
3508,3751	latent_space	0
3508,4018	latent_space	3
2456,2202	latent_space	3
2456,1774	latent_space	0
2456,1470	latent_space	2
3107,3438	latent_space	3
3107,1396	latent_space	2
3107,2434	latent_space	3
3107,955	latent_space	1
3107,3722	latent_space	0
3107,3206	latent_space	3
3107,3187	latent_space	3
3107,2347	latent_space	0
3107,1478	latent_space	1
1108,3499	latent_space	1
1704,3863	latent_space	1
1160,3692	latent_space	2
1160,2645	latent_space	1
1160,2465	latent_space	1
1160,2874	latent_space	1
1160,2777	latent_space	1
1783,3406	latent_space	3
1938,467	latent_space	3
1938,2467	latent_space	2
1938,4145	latent_space	0
1938,3434	latent_space	1
1938,3725	latent_space	3
1210,3412	latent_space	0
294,1527	latent_space	0
294,2912	latent_space	1
294,4185	latent_space	2
3751,2752	latent_space	1
3751,3508	latent_space	3
3751,2532	latent_space	2
3751,780	latent_space	2
181,425	latent_space	2
1942,1612	latent_space	2
1942,2712	latent_space	1
1942,3825	latent_space	0
3143,384	latent_space	2
3143,1887	latent_space	1
3143,2677	latent_space	3
3143,252	latent_space	1
3671,2978	latent_space	2
3671,3225	latent_space	1
3108,1961	latent_space	3
3108,3070	latent_space	2
3108,663	latent_space	1
3108,3028	latent_space	0
1763,1400	latent_space	0
1763,2115	latent_space	1
1562,3499	latent_space	2
2154,1851	latent_space	3
2320,534	latent_space	3
2320,1023	latent_space	0
1321,1256	latent_space	2
1321,2183	latent_space	2
1901,2029	latent_space	1
1901,3403	latent_space	0
351,643	latent_space	1
2454,3155	latent_space	0
2454,1646	latent_space	0
2454,2551	latent_space	3
2454,2605	latent_space	2
2454,1672	latent_space	2
2454,4050	latent_space	3
2930,488	latent_space	1
2930,2142	latent_space	2
2930,635	latent_space	0
2930,3377	latent_space	3
2930,1826	latent_space	1
2812,2	latent_space	2
2812,3953	latent_space	1
2812,3613	latent_space	2
1630,1326	latent_space	2
165,2022	latent_space	1
2315,2419	latent_space	0
3559,2277	latent_space	3
3559,3714	latent_space	1
3991,608	latent_space	1
3991,2165	latent_space	0
3991,2995	latent_space	2
3991,2400	latent_space	2
2781,2845	latent_space	0
2781,3247	latent_space	2
3843,4010	latent_space	2
3843,4118	latent_space	3
2936,2863	latent_space	3
2936,2205	latent_space	3
1429,2236	latent_space	3
1040,1550	latent_space	1
738,2193	latent_space	2
4203,2367	latent_space	0
2600,3223	latent_space	3
3035,4066	latent_space	0
3035,869	latent_space	3
3035,474	latent_space	3
3035,338	latent_space	3
3035,446	latent_space	3
3035,3012	latent_space	0
192,3645	latent_space	1
192,2979	latent_space	0
192,1644	latent_space	1
192,1242	latent_space	0
192,2001	latent_space	2
2183,1321	latent_space	1
2183,1256	latent_space	3
2857,2058	latent_space	1
2857,3888	latent_space	2
2857,1016	latent_space	3
2857,2061	latent_space	1
2036,2321	latent_space	2
2036,542	latent_space	0
2036,2900	latent_space	3
3142,2372	latent_space	2
4017,55	latent_space	1
4017,1812	latent_space	2
4017,4220	latent_space	3
4017,1905	latent_space	3
2245,1718	latent_space	3
2245,2915	latent_space	3
2245,2773	latent_space	0
2245,3690	latent_space	3
2245,1156	latent_space	1
2245,3984	latent_space	2
2245,3579	latent_space	1
2519,1542	latent_space	2
1469,1742	latent_space	2
1469,2868	latent_space	1
1469,1917	latent_space	3
1469,3821	latent_space	1
2746,3490	latent_space	2
2746,2424	latent_space	3
542,3786	latent_space	0
542,2036	latent_space	3
542,3057	latent_space	1
542,3413	latent_space	1
2177,602	latent_space	0
2177,329	latent_space	3
2710,4124	latent_space	0
2710,1330	latent_space	0
2710,2858	latent_space	1
2710,2694	latent_space	3
2710,2483	latent_space	3
2710,1980	latent_space	2
2710,1197	latent_space	3
3086,55	latent_space	3
3086,2191	latent_space	3
1868,3362	latent_space	1
1868,2075	latent_space	0
1868,2798	latent_space	2
1868,2020	latent_space	0
1868,2597	latent_space	3
3217,3174	latent_space	0
2211,4057	latent_space	3
2211,1733	latent_space	0
1658,2637	latent_space	0
1658,1803	latent_space	0
594,2150	latent_space	1
594,4040	latent_space	1
594,490	latent_space	1
594,1391	latent_space	3
1708,2799	latent_space	2
1708,1609	latent_space	2
1708,3855	latent_space	2
1708,3870	latent_space	3
2603,2730	latent_space	0
2603,4151	latent_space	3
2603,2151	latent_space	0
1588,4155	latent_space	1
1729,4059	latent_space	1
1729,1908	latent_space	0
1729,2884	latent_space	0
1729,2800	latent_space	0
2782,912	latent_space	3
2782,385	latent_space	1
2782,1456	latent_space	2
4087,1182	latent_space	2
4087,941	latent_space	0
4087,869	latent_space	2
4087,3897	latent_space	2
4087,3571	latent_space	1
4087,3464	latent_space	0
1190,2335	latent_space	3
2885,2264	latent_space	3
616,3558	latent_space	2
2207,976	latent_space	0
2207,696	latent_space	1
2207,4012	latent_space	1
1954,3822	latent_space	1
1954,877	latent_space	1
3612,4033	latent_space	3
3612,2044	latent_space	2
3612,531	latent_space	1
3612,3817	latent_space	3
3612,2756	latent_space	0
3772,1343	latent_space	3
3772,875	latent_space	2
3846,2087	latent_space	2
3846,410	latent_space	0
2087,3846	latent_space	1
3310,3366	latent_space	2
3310,2255	latent_space	1
3310,4167	latent_space	3
3310,2876	latent_space	1
3310,2397	latent_space	2
2785,391	latent_space	2
2785,3903	latent_space	2
2335,1190	latent_space	0
453,798	latent_space	3
453,2853	latent_space	1
453,960	latent_space	0
2552,2331	latent_space	1
1052,3777	latent_space	0
1443,3176	latent_space	1
1443,4177	latent_space	1
1443,3336	latent_space	0
3144,3224	latent_space	3
3144,3784	latent_space	1
3144,2043	latent_space	3
3144,3322	latent_space	3
3144,1974	latent_space	2
3144,1956	latent_space	3
3144,284	latent_space	1
1811,2974	latent_space	0
2430,3087	latent_space	0
2430,4072	latent_space	0
566,732	latent_space	0
566,2652	latent_space	2
566,686	latent_space	1
3029,2534	latent_space	2
3029,2067	latent_space	0
3029,111	latent_space	0
2136,1367	latent_space	1
2136,481	latent_space	2
1633,3962	latent_space	1
2331,2552	latent_space	2
744,4111	latent_space	3
2694,2710	latent_space	0
2694,2815	latent_space	1
2694,1197	latent_space	2
2694,4144	latent_space	3
2694,3141	latent_space	2
2694,2858	latent_space	0
2694,2483	latent_space	2
2694,213	latent_space	3
3510,3601	latent_space	1
2772,356	latent_space	3
2772,4035	latent_space	2
2772,1074	latent_space	1
356,1119	latent_space	2
356,2772	latent_space	0
356,4035	latent_space	0
4071,3396	latent_space	1
4071,1515	latent_space	0
4071,1757	latent_space	3
4071,2886	latent_space	3
4071,3285	latent_space	1
2760,3070	latent_space	1
2505,871	latent_space	0
2179,2162	latent_space	3
2179,1340	latent_space	0
3847,3447	latent_space	2
3847,4106	latent_space	3
3847,1280	latent_space	1
3,215	latent_space	3
1851,2154	latent_space	0
3641,3707	latent_space	3
3641,1618	latent_space	0
2906,2301	latent_space	0
2906,2698	latent_space	1
3748,891	latent_space	3
3748,2574	latent_space	0
362,1466	latent_space	2
3178,4229	latent_space	1
3178,751	latent_space	3
3178,1364	latent_space	2
3178,1438	latent_space	3
4013,1408	latent_space	2
3386,3139	latent_space	3
3386,2401	latent_space	0
3137,3240	latent_space	0
2053,2275	latent_space	1
2053,1771	latent_space	2
2053,2638	latent_space	1
2053,2941	latent_space	0
2053,812	latent_space	1
1119,2891	latent_space	3
1119,356	latent_space	1
1119,563	latent_space	3
1525,2596	latent_space	3
1543,1634	latent_space	2
1543,3705	latent_space	2
3465,96	latent_space	2
3465,1720	latent_space	0
3465,1524	latent_space	0
3465,2823	latent_space	2
1885,1373	latent_space	1
1885,1100	latent_space	1
1513,2810	latent_space	0
1513,3614	latent_space	1
1513,2404	latent_space	3
1513,1819	latent_space	1
1513,4002	latent_space	3
2527,2604	latent_space	0
2168,246	latent_space	0
1492,1936	latent_space	3
2474,2757	latent_space	0
2474,1932	latent_space	0
2474,2129	latent_space	2
1506,1461	latent_space	0
1506,2535	latent_space	1
1506,3084	latent_space	2
1506,1973	latent_space	3
1506,3348	latent_space	1
1506,2302	latent_space	3
2560,3747	latent_space	1
4083,3399	latent_space	1
4083,4012	latent_space	2
4083,3971	latent_space	3
4083,3255	latent_space	3
4083,2970	latent_space	0
4083,2308	latent_space	3
4083,2947	latent_space	0
2400,484	latent_space	2
2400,3112	latent_space	2
2400,4153	latent_space	3
2400,3423	latent_space	1
2400,3095	latent_space	2
2400,2995	latent_space	3
2400,3394	latent_space	2
2400,3991	latent_space	1
1271,3004	latent_space	0
1271,1632	latent_space	1
1271,771	latent_space	0
1271,3400	latent_space	2
1271,3799	latent_space	2
718,811	latent_space	3
718,2531	latent_space	1
718,293	latent_space	0
718,3789	latent_space	0
718,1576	latent_space	0
2995,484	latent_space	2
2995,3112	latent_space	2
2995,4153	latent_space	2
2995,3095	latent_space	2
2995,2400	latent_space	0
2995,3394	latent_space	2
2995,3991	latent_space	1
2041,3367	latent_space	2
1016,2857	latent_space	0
1016,2061	latent_space	0
1016,2058	latent_space	1
1016,1356	latent_space	3
1016,3888	latent_space	0
1074,2772	latent_space	2
3514,3368	latent_space	2
3743,3845	latent_space	2
3743,1976	latent_space	2
2522,3438	latent_space	0
2522,2434	latent_space	0
2522,4209	latent_space	2
2522,3626	latent_space	1
2522,1720	latent_space	2
2522,1524	latent_space	3
2522,3187	latent_space	0
2522,4226	latent_space	0
3769,2591	latent_space	1
343,3129	latent_space	0
343,4103	latent_space	1
343,1132	latent_space	3
343,4088	latent_space	2
742,2889	latent_space	0
742,4194	latent_space	1
742,1079	latent_space	1
2463,3169	latent_space	1
2463,763	latent_space	3
2463,1735	latent_space	2
2635,3669	latent_space	3
2635,2070	latent_space	2
2771,1071	latent_space	2
2771,3699	latent_space	0
2941,2275	latent_space	3
2941,1714	latent_space	0
2941,2638	latent_space	1
2941,3078	latent_space	1
2941,3422	latent_space	2
2941,2053	latent_space	3
4172,3498	latent_space	3
2748,2511	latent_space	1
4061,2210	latent_space	0
2866,2410	latent_space	1
1815,2128	latent_space	2
1815,3462	latent_space	0
1815,3260	latent_space	2
751,3178	latent_space	0
751,1364	latent_space	0
751,222	latent_space	3
751,1438	latent_space	0
3316,621	latent_space	0
3316,3890	latent_space	1
871,2505	latent_space	3
1466,362	latent_space	1
3495,3402	latent_space	0
4229,3178	latent_space	2
4229,1364	latent_space	2
4229,2945	latent_space	0
4229,1438	latent_space	3
2052,3711	latent_space	3
2052,2680	latent_space	2
2052,4133	latent_space	2
2052,2593	latent_space	2
2052,1583	latent_space	0
1252,1873	latent_space	3
1275,55	latent_space	2
1275,1470	latent_space	1
3205,1974	latent_space	3
3205,2778	latent_space	2
3205,521	latent_space	2
2939,4208	latent_space	3
2939,3447	latent_space	1
3072,1924	latent_space	0
3072,3393	latent_space	1
3072,3422	latent_space	3
3072,1714	latent_space	3
732,686	latent_space	1
732,566	latent_space	3
732,1558	latent_space	1
732,1900	latent_space	2
732,4178	latent_space	2
3800,2675	latent_space	0
1571,3342	latent_space	1
1571,3614	latent_space	2
1571,1910	latent_space	3
1571,2404	latent_space	2
1571,1819	latent_space	2
1571,3592	latent_space	1
1571,4002	latent_space	2
4005,2697	latent_space	0
4005,3285	latent_space	3
4005,1515	latent_space	2
780,2651	latent_space	3
780,2532	latent_space	1
780,3321	latent_space	3
780,4028	latent_space	2
780,1757	latent_space	0
780,3751	latent_space	1
3774,66	latent_space	0
3774,2780	latent_space	3
1735,2979	latent_space	3
1735,2463	latent_space	1
461,2171	latent_space	2
3746,2081	latent_space	3
2022,165	latent_space	2
1809,1475	latent_space	3
1809,3489	latent_space	2
1809,1216	latent_space	2
3318,1682	latent_space	0
3318,245	latent_space	1
3318,3791	latent_space	3
3705,1543	latent_space	1
3705,1634	latent_space	2
2021,3511	latent_space	0
2021,68	latent_space	2
2021,3220	latent_space	2
3051,388	latent_space	0
3051,2556	latent_space	1
3051,919	latent_space	0
3051,3485	latent_space	0
1312,2200	latent_space	0
3251,1446	latent_space	0
4153,484	latent_space	0
4153,3112	latent_space	0
4153,3095	latent_space	0
4153,2400	latent_space	0
4153,2995	latent_space	1
4153,3394	latent_space	0
4153,2598	latent_space	2
3954,178	latent_space	3
3954,3914	latent_space	0
1238,2352	latent_space	1
1432,1397	latent_space	3
1432,315	latent_space	1
2807,3146	latent_space	3
3053,747	latent_space	2
4085,530	latent_space	0
4085,3006	latent_space	1
4085,972	latent_space	1
4085,2634	latent_space	1
4085,1308	latent_space	2
1613,1569	latent_space	3
1613,572	latent_space	1
1613,3741	latent_space	2
1613,1537	latent_space	1
1613,2318	latent_space	3
2341,500	latent_space	1
2341,4164	latent_space	0
2341,1694	latent_space	0
2586,2622	latent_space	2
2586,2714	latent_space	2
2586,3576	latent_space	1
2586,3359	latent_space	0
2586,4015	latent_space	3
2586,3179	latent_space	0
2586,2663	latent_space	3
2586,2394	latent_space	0
2586,996	latent_space	2
2586,3562	latent_space	2
2586,1072	latent_space	0
2586,776	latent_space	2
1338,3325	latent_space	0
941,1182	latent_space	3
941,4087	latent_space	3
941,3937	latent_space	1
941,2490	latent_space	0
941,869	latent_space	2
941,1047	latent_space	0
941,3897	latent_space	3
941,3571	latent_space	3
941,3464	latent_space	1
3488,2332	latent_space	0
3628,114	latent_space	1
3628,3014	latent_space	3
3628,1568	latent_space	1
3628,1700	latent_space	2
3628,1587	latent_space	3
3628,4156	latent_space	1
3628,1982	latent_space	1
1829,2084	latent_space	1
1829,3449	latent_space	1
4204,1625	latent_space	2
329,2177	latent_space	0
1260,1577	latent_space	0
2030,3263	latent_space	1
2774,464	latent_space	3
2774,3221	latent_space	0
1733,4057	latent_space	3
1733,2211	latent_space	3
2778,1325	latent_space	0
2778,3205	latent_space	1
2778,4052	latent_space	2
2778,3872	latent_space	2
2778,2554	latent_space	2
2778,521	latent_space	3
512,1756	latent_space	0
747,3053	latent_space	1
3822,1882	latent_space	0
3822,1954	latent_space	2
3822,2076	latent_space	1
3822,877	latent_space	0
3822,2359	latent_space	0
1785,3932	latent_space	3
1785,1648	latent_space	0
1785,3621	latent_space	1
3180,973	latent_space	3
2674,2888	latent_space	1
2674,1844	latent_space	0
2674,1380	latent_space	1
2674,2913	latent_space	1
1054,1800	latent_space	2
1054,1959	latent_space	2
1054,1310	latent_space	3
1054,210	latent_space	2
1054,3339	latent_space	1
2626,3833	latent_space	0
2626,3025	latent_space	3
2626,1965	latent_space	1
2626,3961	latent_space	1
2626,319	latent_space	3
2626,2163	latent_space	0
2626,3917	latent_space	3
2626,2227	latent_space	2
2626,1254	latent_space	0
3837,4066	latent_space	2
3837,2490	latent_space	3
3837,2160	latent_space	1
3863,1704	latent_space	2
2172,2636	latent_space	0
2172,1781	latent_space	1
2172,2064	latent_space	0
2172,4140	latent_space	1
2172,468	latent_space	1
2172,1496	latent_space	0
3836,3104	latent_space	3
3836,3998	latent_space	3
3836,3343	latent_space	0
3836,3474	latent_space	0
3836,406	latent_space	3
3836,1425	latent_space	1
3948,2255	latent_space	2
3948,4169	latent_space	3
3948,2876	latent_space	0
2084,1829	latent_space	2
2084,3449	latent_space	1
3947,3696	latent_space	0
3947,2590	latent_space	3
3947,1516	latent_space	2
3947,1951	latent_space	3
3947,2922	latent_space	2
3947,4109	latent_space	2
3916,1316	latent_space	1
508,3792	latent_space	3
508,2199	latent_space	1
2575,4186	latent_space	0
2575,2296	latent_space	3
83,4098	latent_space	2
83,280	latent_space	0
83,4211	latent_space	0
1595,3232	latent_space	1
1595,4104	latent_space	1
1471,2723	latent_space	3
3585,2356	latent_space	3
3422,1925	latent_space	2
3422,1714	latent_space	1
3422,3072	latent_space	0
3422,1931	latent_space	2
3422,2941	latent_space	1
3241,4132	latent_space	3
3241,3787	latent_space	2
3241,4108	latent_space	2
3241,649	latent_space	2
2174,3805	latent_space	1
2174,3411	latent_space	0
2174,1461	latent_space	3
2174,3885	latent_space	0
2174,3665	latent_space	0
2174,1091	latent_space	2
1720,2522	latent_space	1
1720,2326	latent_space	0
1720,3465	latent_space	3
1720,1524	latent_space	1
1720,2823	latent_space	3
912,3650	latent_space	2
912,1456	latent_space	0
912,2143	latent_space	1
912,2782	latent_space	0
2270,4041	latent_space	0
3273,2406	latent_space	0
3273,2657	latent_space	2
3401,3311	latent_space	0
3741,399	latent_space	0
3741,1613	latent_space	1
3206,3438	latent_space	2
3206,3107	latent_space	0
3206,1396	latent_space	2
3206,2434	latent_space	2
3206,955	latent_space	1
3206,3626	latent_space	3
3206,3873	latent_space	1
3206,3187	latent_space	2
3206,1478	latent_space	1
1880,3333	latent_space	3
2094,538	latent_space	2
2094,3902	latent_space	0
2094,978	latent_space	3
2094,3073	latent_space	1
2094,3525	latent_space	0
2094,2984	latent_space	0
