node1,node2	space	relation_type
2189,2085	latent_space	3
2124,2123	latent_space	2
3176,3062	latent_space	1
3176,2954	latent_space	3
3176,2955	latent_space	3
3586,3862	latent_space	2
167,404	latent_space	3
4136,3863	latent_space	3
4136,3864	latent_space	3
2103,1730	latent_space	3
2103,1864	latent_space	3
1930,1929	latent_space	3
441,442	latent_space	0
441,546	latent_space	0
4138,4125	latent_space	3
4138,4126	latent_space	3
2311,2310	latent_space	2
2515,2809	latent_space	2
2395,2253	latent_space	3
2395,2254	latent_space	3
3480,3481	latent_space	0
3033,3037	latent_space	1
3033,3035	latent_space	0
3033,3036	latent_space	1
2035,2109	latent_space	0
2035,2009	latent_space	3
3249,3449	latent_space	1
3249,3248	latent_space	2
3249,3343	latent_space	1
3286,3285	latent_space	3
1848,1847	latent_space	0
1848,1846	latent_space	1
3728,3727	latent_space	0
3043,3403	latent_space	1
1903,1905	latent_space	2
2754,2755	latent_space	1
2754,2753	latent_space	3
2048,2047	latent_space	1
108,182	latent_space	0
108,107	latent_space	1
108,624	latent_space	1
108,109	latent_space	1
108,470	latent_space	2
108,225	latent_space	0
3344,3063	latent_space	1
3463,3464	latent_space	3
2191,1767	latent_space	1
2191,1766	latent_space	1
4017,3689	latent_space	2
4017,3688	latent_space	2
4113,3755	latent_space	0
2495,2496	latent_space	2
2495,2680	latent_space	2
3153,3152	latent_space	1
3153,3154	latent_space	3
3153,3297	latent_space	2
601,124	latent_space	2
601,65	latent_space	1
2757,2251	latent_space	0
2757,2252	latent_space	0
3692,3726	latent_space	3
3605,3604	latent_space	1
3605,4164	latent_space	2
598,597	latent_space	2
1841,1952	latent_space	3
2167,1871	latent_space	2
2167,1870	latent_space	2
3044,3488	latent_space	0
3461,3460	latent_space	3
2746,2394	latent_space	2
3054,3055	latent_space	1
2669,2670	latent_space	3
2669,2765	latent_space	2
3666,3739	latent_space	0
3666,3665	latent_space	0
538,539	latent_space	2
969,2494	latent_space	2
3052,3053	latent_space	0
3052,3321	latent_space	0
3469,3465	latent_space	1
3469,3428	latent_space	1
3469,3034	latent_space	1
3469,3466	latent_space	1
3717,4096	latent_space	0
3717,3746	latent_space	1
3075,3040	latent_space	2
3075,1123	latent_space	2
3075,1650	latent_space	0
3075,1660	latent_space	2
3075,937	latent_space	2
978,977	latent_space	1
978,1601	latent_space	0
696,122	latent_space	3
696,121	latent_space	0
696,752	latent_space	3
1867,2127	latent_space	0
1867,1902	latent_space	2
1867,2146	latent_space	1
2853,2297	latent_space	0
2853,2298	latent_space	0
2853,2444	latent_space	2
3317,3511	latent_space	1
3317,3284	latent_space	1
2569,2343	latent_space	3
3067,3068	latent_space	1
2596,2595	latent_space	1
3653,4188	latent_space	1
3722,3723	latent_space	2
3722,3758	latent_space	3
3722,4218	latent_space	2
1626,1627	latent_space	3
1626,3674	latent_space	3
802,655	latent_space	3
802,205	latent_space	1
802,204	latent_space	0
2896,2895	latent_space	3
1773,2134	latent_space	2
1773,1892	latent_space	0
3624,3769	latent_space	3
3624,3762	latent_space	3
702,393	latent_space	1
702,530	latent_space	0
702,394	latent_space	0
1660,3040	latent_space	1
1660,3075	latent_space	1
1660,1123	latent_space	1
1660,1650	latent_space	0
1660,937	latent_space	1
2847,2848	latent_space	2
3189,3188	latent_space	1
3655,3654	latent_space	3
3655,4167	latent_space	0
2751,2750	latent_space	1
4106,4107	latent_space	0
4216,4217	latent_space	2
2462,2890	latent_space	3
3500,3499	latent_space	1
3563,3779	latent_space	0
3563,3562	latent_space	3
369,1270	latent_space	1
445,701	latent_space	3
2753,2755	latent_space	0
2753,2754	latent_space	0
566,665	latent_space	3
566,210	latent_space	1
3265,3263	latent_space	1
3265,3264	latent_space	2
3688,3689	latent_space	1
3688,4017	latent_space	1
3100,2914	latent_space	1
2239,2237	latent_space	1
3152,3154	latent_space	3
3152,3297	latent_space	2
3152,3153	latent_space	2
4094,3733	latent_space	2
4094,3734	latent_space	2
4094,4093	latent_space	3
692,691	latent_space	1
4103,4122	latent_space	1
4103,4104	latent_space	3
2017,2018	latent_space	2
611,392	latent_space	1
611,391	latent_space	1
2225,2227	latent_space	3
206,2932	latent_space	0
206,286	latent_space	2
206,2933	latent_space	0
206,363	latent_space	3
206,808	latent_space	3
206,454	latent_space	3
206,346	latent_space	2
4042,4043	latent_space	0
2787,2590	latent_space	0
2787,2589	latent_space	0
2535,2313	latent_space	3
2535,2536	latent_space	3
2305,2686	latent_space	2
2305,2304	latent_space	1
3594,3593	latent_space	1
3594,4089	latent_space	2
2589,2590	latent_space	3
2589,2787	latent_space	3
1870,2167	latent_space	1
1870,1871	latent_space	1
1768,1700	latent_space	0
1768,1699	latent_space	0
3711,3981	latent_space	1
3711,3710	latent_space	3
3711,3994	latent_space	0
64,604	latent_space	1
2245,2327	latent_space	0
2245,2695	latent_space	0
3474,3475	latent_space	0
3714,3715	latent_space	0
3714,3919	latent_space	0
2128,1975	latent_space	0
2659,2660	latent_space	3
3078,3404	latent_space	1
3078,2913	latent_space	3
3078,3470	latent_space	0
3078,2912	latent_space	3
3078,3383	latent_space	2
3456,3458	latent_space	0
3456,3459	latent_space	1
3456,3457	latent_space	1
2510,2511	latent_space	2
1738,1737	latent_space	0
2382,1386	latent_space	3
3428,3465	latent_space	2
3428,3466	latent_space	2
3428,3034	latent_space	2
3428,3469	latent_space	2
3766,4175	latent_space	3
3766,320	latent_space	1
3766,3675	latent_space	2
3766,558	latent_space	0
3766,321	latent_space	0
2324,2323	latent_space	3
2624,2414	latent_space	2
2624,2852	latent_space	1
2136,2005	latent_space	0
3323,3322	latent_space	1
4121,4120	latent_space	2
2523,2801	latent_space	2
232,484	latent_space	1
2050,2049	latent_space	0
3713,3712	latent_space	1
2227,2225	latent_space	0
1591,1095	latent_space	3
1591,1104	latent_space	3
1591,1096	latent_space	2
2051,2052	latent_space	3
228,230	latent_space	2
3311,3200	latent_space	3
3952,3953	latent_space	1
2719,2718	latent_space	0
2719,2717	latent_space	0
1914,1670	latent_space	3
1914,1671	latent_space	2
1185,1073	latent_space	0
4030,1312	latent_space	3
2779,2632	latent_space	0
2779,2631	latent_space	0
1485,1487	latent_space	1
3524,4026	latent_space	3
3524,3682	latent_space	0
3524,3525	latent_space	2
2023,2059	latent_space	3
393,530	latent_space	0
393,702	latent_space	2
2349,2436	latent_space	3
2349,2348	latent_space	0
4036,3896	latent_space	1
1021,1020	latent_space	2
1337,1535	latent_space	1
1975,2197	latent_space	0
1975,2012	latent_space	0
1975,1701	latent_space	0
1975,1702	latent_space	0
1975,2128	latent_space	3
302,303	latent_space	0
2524,2648	latent_space	1
2524,2868	latent_space	0
2524,2525	latent_space	0
546,442	latent_space	3
546,441	latent_space	3
2055,2054	latent_space	3
1879,1780	latent_space	1
1879,2159	latent_space	1
3514,3617	latent_space	3
3514,3513	latent_space	0
2773,2431	latent_space	0
2773,2709	latent_space	0
2773,2366	latent_space	2
3220,3221	latent_space	0
3062,3176	latent_space	2
3062,2954	latent_space	3
3062,2955	latent_space	3
3328,3329	latent_space	1
3300,3374	latent_space	0
3300,3373	latent_space	0
3300,3299	latent_space	1
2517,2518	latent_space	1
2517,2736	latent_space	1
3285,3286	latent_space	0
2182,2183	latent_space	3
2254,2395	latent_space	0
2254,2253	latent_space	3
1270,369	latent_space	2
3616,3957	latent_space	2
3616,3614	latent_space	0
3616,4151	latent_space	3
2622,2807	latent_space	2
2622,2403	latent_space	2
3961,3960	latent_space	0
3961,4050	latent_space	3
535,534	latent_space	2
3165,2970	latent_space	1
3165,3381	latent_space	1
3165,2971	latent_space	1
3165,3166	latent_space	1
3165,3093	latent_space	2
3145,3144	latent_space	1
3145,3143	latent_space	1
3899,3900	latent_space	2
3828,3827	latent_space	1
2628,2627	latent_space	2
1440,1442	latent_space	1
1440,1441	latent_space	1
3414,3406	latent_space	3
3414,3405	latent_space	3
2052,2051	latent_space	0
3928,3929	latent_space	1
3934,3935	latent_space	1
4050,3960	latent_space	0
4050,3961	latent_space	0
3233,3231	latent_space	2
3233,3234	latent_space	2
3475,3474	latent_space	3
3603,3955	latent_space	3
3603,4191	latent_space	1
1217,1218	latent_space	0
2473,2509	latent_space	0
2473,2474	latent_space	0
2711,2469	latent_space	1
2711,2533	latent_space	1
2711,2534	latent_space	1
3678,3823	latent_space	0
3678,3679	latent_space	0
3204,3126	latent_space	0
3204,3125	latent_space	0
3698,3697	latent_space	2
472,471	latent_space	1
1851,1787	latent_space	3
2430,2431	latent_space	3
4148,4147	latent_space	0
587,770	latent_space	1
587,586	latent_space	2
3898,3895	latent_space	1
1276,1277	latent_space	1
1312,4030	latent_space	0
2836,2513	latent_space	3
2836,2512	latent_space	3
3218,3175	latent_space	3
1274,728	latent_space	1
1274,719	latent_space	0
3003,3005	latent_space	0
1590,1589	latent_space	1
3862,3586	latent_space	1
1355,1356	latent_space	3
425,333	latent_space	1
425,334	latent_space	1
1740,1739	latent_space	0
1740,1922	latent_space	2
3995,3730	latent_space	0
3995,3806	latent_space	0
3995,3729	latent_space	0
4002,3578	latent_space	2
4002,3577	latent_space	0
4002,3701	latent_space	3
4002,3855	latent_space	1
4002,4095	latent_space	2
2722,2723	latent_space	1
1403,1404	latent_space	3
3638,3639	latent_space	1
3638,3637	latent_space	1
4112,3777	latent_space	0
4112,3776	latent_space	0
4112,4222	latent_space	0
2077,2137	latent_space	3
2839,2586	latent_space	2
2839,2785	latent_space	2
2839,2585	latent_space	3
2294,2647	latent_space	3
2294,2292	latent_space	2
1582,1581	latent_space	2
1582,1585	latent_space	2
691,692	latent_space	2
2643,2642	latent_space	0
2044,1991	latent_space	3
2044,1990	latent_space	3
2044,2115	latent_space	3
740,741	latent_space	1
258,618	latent_space	0
258,257	latent_space	1
3231,3230	latent_space	0
3231,3504	latent_space	2
3231,3234	latent_space	3
3231,3233	latent_space	1
2180,2076	latent_space	3
2180,2075	latent_space	3
2932,286	latent_space	3
2932,206	latent_space	3
2932,346	latent_space	3
2284,2393	latent_space	2
2431,2773	latent_space	3
2431,2709	latent_space	1
2431,2366	latent_space	3
2431,2430	latent_space	0
2819,2820	latent_space	1
2625,2266	latent_space	2
1386,2382	latent_space	0
1751,1863	latent_space	1
1751,1920	latent_space	2
1713,1712	latent_space	2
2355,2356	latent_space	0
987,1271	latent_space	0
987,904	latent_space	2
3392,3193	latent_space	3
3516,3946	latent_space	1
3516,4037	latent_space	2
3516,3982	latent_space	0
4099,4098	latent_space	2
2889,2546	latent_space	2
2889,2353	latent_space	2
2889,2352	latent_space	2
2600,2683	latent_space	1
3615,3957	latent_space	3
3615,3614	latent_space	1
1985,1986	latent_space	2
3015,2931	latent_space	2
3015,3083	latent_space	2
3015,2930	latent_space	0
3015,2958	latent_space	2
642,643	latent_space	1
2356,2355	latent_space	3
3312,3487	latent_space	2
2652,2725	latent_space	3
3673,3742	latent_space	0
1106,1105	latent_space	0
1106,1193	latent_space	3
1798,1928	latent_space	1
1798,1797	latent_space	2
1457,986	latent_space	1
1457,1458	latent_space	0
2872,2594	latent_space	0
230,229	latent_space	1
230,228	latent_space	1
3066,3065	latent_space	3
3066,3064	latent_space	3
3246,3247	latent_space	3
346,2932	latent_space	0
346,286	latent_space	1
346,2933	latent_space	1
346,363	latent_space	3
346,808	latent_space	3
346,454	latent_space	3
346,206	latent_space	1
3346,3028	latent_space	2
3346,794	latent_space	2
3228,3473	latent_space	0
3228,2909	latent_space	2
1965,1963	latent_space	1
1965,1964	latent_space	2
1965,1988	latent_space	1
2153,1868	latent_space	0
2153,1869	latent_space	2
2413,2438	latent_space	2
2413,2727	latent_space	3
1486,1487	latent_space	2
4219,4146	latent_space	2
4219,3565	latent_space	1
541,540	latent_space	0
2197,1975	latent_space	3
2197,1701	latent_space	2
2197,1702	latent_space	2
2197,2012	latent_space	0
3510,3365	latent_space	3
3510,3364	latent_space	2
2407,2408	latent_space	0
2407,2405	latent_space	1
2407,2581	latent_space	1
3687,3686	latent_space	2
677,676	latent_space	2
2909,3228	latent_space	1
2909,3473	latent_space	1
752,122	latent_space	0
752,696	latent_space	0
3167,3169	latent_space	0
3167,3168	latent_space	0
2777,2291	latent_space	0
2777,2290	latent_space	0
2777,2529	latent_space	1
2777,2482	latent_space	1
627,411	latent_space	0
652,1384	latent_space	2
2644,2645	latent_space	0
2644,2646	latent_space	0
653,2	latent_space	1
216,217	latent_space	2
1305,1306	latent_space	0
3916,3681	latent_space	0
3031,3032	latent_space	1
3836,4018	latent_space	0
1445,1448	latent_space	0
3253,3186	latent_space	1
3253,3187	latent_space	1
3063,3060	latent_space	1
3063,3344	latent_space	2
4201,3731	latent_space	0
662,748	latent_space	1
765,553	latent_space	1
1823,1822	latent_space	0
2755,2753	latent_space	3
2755,2754	latent_space	2
2733,2732	latent_space	3
3238,3237	latent_space	2
2257,2258	latent_space	3
2151,2013	latent_space	3
2607,2776	latent_space	1
3364,3510	latent_space	1
2807,2622	latent_space	1
2807,2403	latent_space	1
3968,3556	latent_space	2
3968,3557	latent_space	3
3968,4031	latent_space	2
3968,4011	latent_space	1
334,333	latent_space	0
334,781	latent_space	1
334,425	latent_space	2
2650,2656	latent_space	1
2299,2565	latent_space	1
3557,3968	latent_space	0
3557,3556	latent_space	2
3557,4031	latent_space	2
3557,4011	latent_space	1
2234,2233	latent_space	0
2234,2786	latent_space	3
3538,4006	latent_space	0
2047,2048	latent_space	2
1675,2028	latent_space	1
1675,1676	latent_space	1
2338,2800	latent_space	3
2338,2337	latent_space	2
244,537	latent_space	3
2120,2108	latent_space	3
2120,2004	latent_space	0
2120,2031	latent_space	2
3701,3578	latent_space	0
3701,4095	latent_space	0
3701,3855	latent_space	1
3701,4002	latent_space	0
3359,3235	latent_space	3
3525,4026	latent_space	3
3525,3682	latent_space	1
3525,3524	latent_space	1
1285,1284	latent_space	1
2049,2050	latent_space	3
3396,3096	latent_space	2
3396,3095	latent_space	2
1095,1104	latent_space	3
1095,1557	latent_space	1
1095,1591	latent_space	0
1095,1212	latent_space	2
1095,1096	latent_space	0
1414,1413	latent_space	2
2315,2566	latent_space	3
4182,3642	latent_space	3
3522,3519	latent_space	0
3522,3523	latent_space	3
3091,3092	latent_space	1
2767,2770	latent_space	0
2059,2023	latent_space	0
2195,1744	latent_space	0
2195,1745	latent_space	0
2381,2601	latent_space	0
3488,3044	latent_space	3
3488,3046	latent_space	2
126,127	latent_space	0
4026,3682	latent_space	0
4026,3525	latent_space	0
4026,3524	latent_space	0
3448,3275	latent_space	0
2606,2776	latent_space	1
3674,1627	latent_space	0
3674,1626	latent_space	0
530,393	latent_space	3
530,702	latent_space	3
530,394	latent_space	3
1105,1106	latent_space	3
1105,2812	latent_space	1
1105,2811	latent_space	1
3948,3580	latent_space	2
3948,3581	latent_space	2
3948,3801	latent_space	1
2317,2316	latent_space	1
1442,1756	latent_space	1
1442,1441	latent_space	1
1442,1440	latent_space	2
3790,3789	latent_space	3
3185,3130	latent_space	0
3185,3505	latent_space	2
2370,2369	latent_space	2
3274,3273	latent_space	3
3275,3448	latent_space	3
3416,3415	latent_space	3
3870,3869	latent_space	0
638,639	latent_space	3
638,637	latent_space	0
2175,2174	latent_space	2
4212,4211	latent_space	3
1294,1293	latent_space	2
1294,3272	latent_space	3
1294,1003	latent_space	1
1020,1021	latent_space	1
3983,4060	latent_space	0
4158,4157	latent_space	2
2468,2469	latent_space	0
2468,2533	latent_space	0
2468,2534	latent_space	0
4140,4139	latent_space	1
3057,3056	latent_space	2
1805,2014	latent_space	2
3980,4192	latent_space	2
3558,2788	latent_space	0
1306,1305	latent_space	3
2656,2650	latent_space	2
2782,2537	latent_space	0
2814,2629	latent_space	0
2814,2860	latent_space	2
2814,2630	latent_space	2
2160,2161	latent_space	2
3690,3691	latent_space	2
2028,1675	latent_space	2
2028,1676	latent_space	2
3458,3456	latent_space	3
3458,3459	latent_space	1
3458,3457	latent_space	1
2316,2317	latent_space	2
143,144	latent_space	0
143,335	latent_space	0
197,469	latent_space	3
2398,2399	latent_space	1
2093,2092	latent_space	0
394,530	latent_space	0
394,702	latent_space	3
3170,3171	latent_space	3
776,777	latent_space	3
1799,2038	latent_space	2
2008,2006	latent_space	2
2008,2007	latent_space	2
1809,2061	latent_space	3
1809,1808	latent_space	0
1792,1853	latent_space	2
1792,1852	latent_space	2
3141,3345	latent_space	1
2235,2236	latent_space	0
461,76	latent_space	2
4066,4067	latent_space	0
2989,2995	latent_space	2
2989,2988	latent_space	0
2989,2996	latent_space	2
3795,3794	latent_space	2
4043,4042	latent_space	3
812,299	latent_space	3
1059,1058	latent_space	2
3082,3081	latent_space	2
3293,3294	latent_space	2
3936,3592	latent_space	0
2072,2071	latent_space	2
3245,3244	latent_space	3
4204,4203	latent_space	1
4204,4229	latent_space	2
3596,4116	latent_space	0
1520,1015	latent_space	3
1520,1014	latent_space	1
3725,3724	latent_space	0
3725,4051	latent_space	3
3725,4052	latent_space	3
3779,3562	latent_space	3
3779,3563	latent_space	3
2594,2229	latent_space	1
2594,2872	latent_space	3
2594,2232	latent_space	0
2089,2088	latent_space	3
2089,2090	latent_space	3
3026,3027	latent_space	1
3026,3287	latent_space	3
2018,2017	latent_space	1
2018,2021	latent_space	2
2533,2469	latent_space	2
2533,2534	latent_space	2
2533,2468	latent_space	3
2533,2711	latent_space	2
794,3028	latent_space	1
794,3346	latent_space	1
2333,2334	latent_space	0
2333,2764	latent_space	3
2333,2332	latent_space	0
2333,2766	latent_space	3
3478,3479	latent_space	3
1996,1997	latent_space	2
2565,2299	latent_space	2
1791,1915	latent_space	2
3109,3254	latent_space	2
3109,3110	latent_space	2
3065,3066	latent_space	0
3065,3064	latent_space	3
3937,3938	latent_space	1
3617,3514	latent_space	0
3617,3513	latent_space	0
3034,3465	latent_space	2
3034,3428	latent_space	1
3034,3466	latent_space	2
3034,3469	latent_space	2
3755,4113	latent_space	3
1130,1282	latent_space	0
444,402	latent_space	1
444,401	latent_space	1
444,766	latent_space	0
741,740	latent_space	2
3785,3784	latent_space	3
3785,3816	latent_space	0
3056,3057	latent_space	1
2980,2981	latent_space	0
3399,3012	latent_space	2
3399,3013	latent_space	2
3399,3400	latent_space	2
3038,3425	latent_space	1
3038,3102	latent_space	0
3038,3434	latent_space	1
2598,2599	latent_space	0
4145,4144	latent_space	3
4145,4143	latent_space	1
3788,3892	latent_space	0
3071,3070	latent_space	2
3893,3894	latent_space	3
342,406	latent_space	3
2426,2425	latent_space	1
3426,3427	latent_space	0
1109,1433	latent_space	2
1747,2058	latent_space	0
3093,2970	latent_space	1
3093,3381	latent_space	1
3093,2971	latent_space	1
3093,3165	latent_space	1
3093,3166	latent_space	1
4065,3824	latent_space	0
2176,2181	latent_space	0
1926,1927	latent_space	2
1926,3315	latent_space	0
1926,3131	latent_space	2
2503,2501	latent_space	3
4189,4190	latent_space	1
2132,2131	latent_space	2
2132,2187	latent_space	3
2290,2291	latent_space	3
2290,2529	latent_space	1
2290,2482	latent_space	1
2290,2777	latent_space	3
4058,3564	latent_space	1
4058,3871	latent_space	3
3685,3684	latent_space	2
3384,2987	latent_space	3
61,134	latent_space	0
3650,3651	latent_space	0
3890,3889	latent_space	1
172,213	latent_space	2
172,174	latent_space	3
172,1533	latent_space	2
172,289	latent_space	0
172,659	latent_space	3
3896,4036	latent_space	2
888,1162	latent_space	0
3438,3439	latent_space	1
3654,3655	latent_space	0
3654,4167	latent_space	0
4101,4097	latent_space	1
4101,4055	latent_space	1
4101,4054	latent_space	1
3732,4033	latent_space	0
3732,3731	latent_space	3
3263,3265	latent_space	2
3263,3264	latent_space	2
3284,3511	latent_space	3
3284,3317	latent_space	2
1627,1626	latent_space	0
1627,3674	latent_space	3
3190,3484	latent_space	0
1888,2111	latent_space	3
1888,2192	latent_space	3
2586,2785	latent_space	2
2586,2585	latent_space	3
2586,2839	latent_space	1
1668,2091	latent_space	1
1668,1854	latent_space	1
3466,3465	latent_space	1
3466,3428	latent_space	1
3466,3034	latent_space	1
3466,3469	latent_space	2
3112,3114	latent_space	3
2467,2466	latent_space	1
3633,3696	latent_space	0
3633,4168	latent_space	3
618,258	latent_space	3
618,257	latent_space	1
122,696	latent_space	0
122,752	latent_space	3
2109,1971	latent_space	0
2109,2035	latent_space	3
2264,2457	latent_space	1
904,1271	latent_space	1
904,987	latent_space	1
3256,3255	latent_space	2
2689,2690	latent_space	3
3929,3928	latent_space	2
3924,3925	latent_space	1
1872,1860	latent_space	0
3322,3323	latent_space	2
2988,2995	latent_space	2
2988,2989	latent_space	3
2988,2996	latent_space	2
3331,3330	latent_space	2
320,558	latent_space	2
320,3766	latent_space	2
320,321	latent_space	2
320,4175	latent_space	2
2388,2867	latent_space	2
3556,3968	latent_space	1
3556,4031	latent_space	2
3556,3557	latent_space	1
3556,4011	latent_space	1
2416,2417	latent_space	1
3171,3170	latent_space	0
1857,2118	latent_space	0
3696,3632	latent_space	3
3696,4168	latent_space	3
3696,3633	latent_space	3
2942,3214	latent_space	1
2942,3336	latent_space	3
2942,2941	latent_space	0
2012,1975	latent_space	3
2012,1701	latent_space	2
2012,1702	latent_space	3
2012,2197	latent_space	3
1815,1819	latent_space	3
539,538	latent_space	1
2323,2324	latent_space	0
2352,2889	latent_space	1
2352,2353	latent_space	1
2352,2546	latent_space	1
1756,1442	latent_space	2
1756,1441	latent_space	2
2678,2679	latent_space	2
3953,3952	latent_space	2
3953,3951	latent_space	2
299,812	latent_space	0
3494,3493	latent_space	3
3068,3067	latent_space	2
526,527	latent_space	0
719,728	latent_space	3
719,1274	latent_space	3
1816,1819	latent_space	3
2627,2628	latent_space	1
3765,3764	latent_space	0
2058,1747	latent_space	3
3179,3182	latent_space	1
4045,4046	latent_space	0
2489,2488	latent_space	3
2489,2486	latent_space	2
2489,2487	latent_space	3
3467,3468	latent_space	3
3951,3953	latent_space	1
1437,1436	latent_space	2
3669,3670	latent_space	0
3669,3921	latent_space	0
3977,3602	latent_space	0
4069,4070	latent_space	3
4165,3868	latent_space	0
1821,2140	latent_space	2
1821,2000	latent_space	3
1821,1830	latent_space	1
3377,3378	latent_space	0
3377,3402	latent_space	0
2107,2045	latent_space	0
2107,2185	latent_space	3
2107,1900	latent_space	2
4091,4092	latent_space	1
286,2932	latent_space	0
286,2933	latent_space	0
286,363	latent_space	3
286,808	latent_space	3
286,454	latent_space	3
286,206	latent_space	1
286,346	latent_space	2
3221,3220	latent_space	3
3791,3792	latent_space	2
3254,3110	latent_space	3
3254,3109	latent_space	1
1482,1481	latent_space	0
1482,1483	latent_space	3
3132,2903	latent_space	0
3132,2902	latent_space	0
2232,2229	latent_space	3
2232,2594	latent_space	3
3127,3128	latent_space	0
2699,2700	latent_space	1
3776,3777	latent_space	3
3776,4112	latent_space	3
4041,4040	latent_space	2
2763,2497	latent_space	0
3970,4102	latent_space	3
3970,3969	latent_space	0
2929,3445	latent_space	2
2929,2928	latent_space	1
121,696	latent_space	3
1990,1991	latent_space	1
1990,2044	latent_space	0
1990,2115	latent_space	3
2425,2426	latent_space	2
3143,3144	latent_space	2
3143,3145	latent_space	2
3225,3224	latent_space	0
3504,3230	latent_space	0
3504,3232	latent_space	3
3504,3231	latent_space	1
3504,3234	latent_space	1
4186,3530	latent_space	3
4097,4101	latent_space	2
4097,4055	latent_space	2
4097,4054	latent_space	0
2521,2562	latent_space	0
2925,2926	latent_space	1
2925,2927	latent_space	3
3863,4136	latent_space	0
3863,3864	latent_space	1
2762,2638	latent_space	0
2762,2857	latent_space	0
3138,3139	latent_space	0
3484,3190	latent_space	3
388,259	latent_space	2
388,270	latent_space	2
1971,2109	latent_space	3
204,802	latent_space	3
2998,3503	latent_space	0
2998,2997	latent_space	3
4013,4012	latent_space	1
404,167	latent_space	0
3272,1293	latent_space	0
3272,1294	latent_space	0
3272,1003	latent_space	0
2880,2720	latent_space	0
3453,3452	latent_space	0
1966,1769	latent_space	2
1966,1770	latent_space	0
1016,173	latent_space	3
1016,289	latent_space	0
1016,174	latent_space	2
1016,659	latent_space	2
2817,2826	latent_space	3
2817,3805	latent_space	0
2817,2818	latent_space	0
1847,1848	latent_space	3
1847,1846	latent_space	1
1537,1536	latent_space	2
2590,2589	latent_space	0
2590,2787	latent_space	3
3224,3225	latent_space	3
3809,3808	latent_space	1
3809,4131	latent_space	2
3565,4219	latent_space	2
3565,4146	latent_space	2
886,897	latent_space	1
886,885	latent_space	2
499,501	latent_space	1
1984,2034	latent_space	0
1984,2064	latent_space	2
2019,2020	latent_space	3
2389,2308	latent_space	2
3838,3997	latent_space	0
3991,4090	latent_space	1
4029,3815	latent_space	1
1808,1809	latent_space	3
1808,2061	latent_space	3
2490,2488	latent_space	0
2490,2486	latent_space	2
2490,2487	latent_space	1
1739,1740	latent_space	3
1739,1922	latent_space	3
3381,2970	latent_space	1
3381,2971	latent_space	2
3381,3165	latent_space	2
3381,3166	latent_space	2
3381,3093	latent_space	2
1766,1767	latent_space	2
1766,2191	latent_space	2
3505,3130	latent_space	0
3505,3185	latent_space	1
3505,3511	latent_space	2
2525,2648	latent_space	1
2525,2868	latent_space	0
2525,2524	latent_space	3
1672,1829	latent_space	1
